CAT_activity_0,CAT_resource_0,CONT_timestamp_Relative_elapsed_0
7.0,1.0,-0.5201585292816162
19.0,1.0,-0.5201457738876343
20.0,7.0,-0.5196083188056946
8.0,7.0,-0.5195103287696838
22.0,7.0,-0.5195103287696838
18.0,7.0,-0.5195093750953674
23.0,12.0,-0.5103147029876709
21.0,12.0,-0.5100768804550171
23.0,18.0,-0.35905635356903076
21.0,18.0,-0.35898011922836304
23.0,18.0,-0.34797245264053345
4.0,18.0,-0.34779179096221924
21.0,18.0,-0.3477899730205536
7.0,1.0,-0.5201585292816162
8.0,1.0,-0.5201103687286377
22.0,1.0,-0.5201103687286377
23.0,7.0,-0.5140386819839478
21.0,7.0,-0.5138952732086182
23.0,7.0,-0.5106251835823059
4.0,7.0,-0.5094404220581055
21.0,7.0,-0.5094395279884338
7.0,1.0,-0.5201585292816162
8.0,1.0,-0.5201194882392883
22.0,1.0,-0.5201194882392883
23.0,9.0,-0.5200731754302979
1.0,9.0,-0.519557535648346
15.0,9.0,-0.5194385647773743
6.0,9.0,-0.5194385647773743
13.0,9.0,-0.519436776638031
17.0,9.0,-0.519436776638031
28.0,9.0,-0.519436776638031
21.0,9.0,-0.5194358825683594
29.0,9.0,-0.519408643245697
27.0,9.0,-0.5193250775337219
29.0,9.0,-0.5191253423690796
27.0,9.0,-0.5187785625457764
29.0,0.0,-0.27304595708847046
27.0,0.0,-0.272856205701828
29.0,0.0,-0.1322469264268875
16.0,13.0,-0.13220606744289398
31.0,0.0,-0.13220606744289398
27.0,0.0,-0.13220517337322235
32.0,2.0,0.18062013387680054
25.0,2.0,0.1824367344379425
30.0,2.0,0.18243855237960815
26.0,7.0,0.1830531656742096
24.0,7.0,0.18319660425186157
26.0,7.0,0.18758150935173035
24.0,7.0,0.18768863379955292
26.0,0.0,0.19603629410266876
24.0,0.0,0.1963876336812973
26.0,11.0,0.2029159665107727
14.0,11.0,0.20326094329357147
5.0,11.0,0.20326094329357147
24.0,11.0,0.20326457917690277
7.0,1.0,-0.5201575756072998
8.0,1.0,-0.5201122164726257
22.0,1.0,-0.5201122164726257
23.0,7.0,-0.5159814953804016
21.0,7.0,-0.5158344507217407
23.0,22.0,-0.5115067362785339
21.0,22.0,-0.511493980884552
23.0,22.0,-0.5114858150482178
21.0,22.0,-0.5106161236763
23.0,22.0,-0.5105979442596436
1.0,22.0,-0.510355532169342
7.0,1.0,-0.5201575756072998
5.0,1.0,-0.5201240181922913
7.0,1.0,-0.5201548933982849
8.0,1.0,-0.5201058387756348
22.0,1.0,-0.5201030969619751
23.0,0.0,-0.5087977051734924
21.0,0.0,-0.508488118648529
23.0,0.0,-0.49951493740081787
1.0,6.0,-0.4991908371448517
6.0,6.0,-0.49908918142318726
15.0,6.0,-0.49908918142318726
13.0,6.0,-0.49908825755119324
17.0,6.0,-0.49908825755119324
28.0,0.0,-0.49908825755119324
21.0,0.0,-0.4990873634815216
29.0,0.0,-0.4990646541118622
27.0,0.0,-0.4990537762641907
29.0,0.0,-0.3346443474292755
15.0,17.0,-0.33455899357795715
12.0,17.0,-0.33455899357795715
13.0,17.0,-0.3345571756362915
17.0,17.0,-0.3345571756362915
28.0,0.0,-0.3345571756362915
27.0,0.0,-0.33455535769462585
29.0,0.0,-0.3345435559749603
27.0,0.0,-0.33450543880462646
29.0,14.0,0.19258011877536774
16.0,14.0,0.19263367354869843
31.0,14.0,0.19263458251953125
27.0,14.0,0.19263549149036407
32.0,4.0,0.19578664004802704
30.0,4.0,0.19678345322608948
32.0,4.0,0.20554237067699432
30.0,4.0,0.20567944645881653
32.0,4.0,0.2057148516178131
11.0,4.0,0.20585466921329498
3.0,4.0,0.20585466921329498
9.0,4.0,0.20585466921329498
2.0,4.0,0.20585466921329498
30.0,4.0,0.2058619260787964
