CAT_activity_0,CAT_resource_0,CONT_timestamp_Relative_elapsed_0
2.0,18.0,1.5392991304397583
2.0,18.0,1.5392991304397583
2.0,18.0,1.5392991304397583
2.0,18.0,1.0148836374282837
2.0,18.0,1.0148836374282837
2.0,18.0,1.0148836374282837
2.0,16.0,1.229557752609253
2.0,16.0,1.229557752609253
2.0,16.0,1.229557752609253
2.0,16.0,1.229557752609253
2.0,18.0,1.77224862575531
2.0,18.0,1.77224862575531
2.0,18.0,1.77224862575531
2.0,18.0,1.8354910612106323
2.0,18.0,1.8354910612106323
2.0,18.0,1.8354910612106323
2.0,18.0,1.8354910612106323
2.0,18.0,1.8354910612106323
2.0,18.0,1.8354910612106323
2.0,18.0,1.8354910612106323
2.0,18.0,1.8354910612106323
2.0,18.0,1.8354910612106323
2.0,18.0,1.3645930290222168
2.0,18.0,1.3645930290222168
2.0,18.0,1.3645930290222168
2.0,18.0,1.7705962657928467
2.0,18.0,1.7705962657928467
2.0,18.0,1.7705962657928467
2.0,16.0,1.0941611528396606
2.0,16.0,1.0941611528396606
2.0,16.0,1.0941611528396606
2.0,16.0,1.0941611528396606
2.0,16.0,1.0941611528396606
2.0,18.0,1.4786765575408936
2.0,18.0,1.4786765575408936
2.0,18.0,1.4786765575408936
2.0,18.0,1.4786765575408936
2.0,18.0,1.4786765575408936
2.0,18.0,1.13164484500885
2.0,18.0,1.13164484500885
2.0,18.0,1.13164484500885
2.0,18.0,1.13164484500885
2.0,18.0,1.3642634153366089
2.0,18.0,1.3642634153366089
2.0,18.0,1.3642634153366089
2.0,18.0,1.3642634153366089
2.0,18.0,1.3642634153366089
2.0,18.0,2.1698436737060547
2.0,18.0,2.1698436737060547
2.0,18.0,2.1698436737060547
2.0,18.0,1.014878273010254
2.0,18.0,1.014878273010254
2.0,18.0,1.014878273010254
2.0,18.0,1.014878273010254
2.0,18.0,1.014878273010254
2.0,18.0,1.0149011611938477
2.0,18.0,1.0149011611938477
2.0,18.0,1.0149011611938477
2.0,18.0,1.7593315839767456
2.0,18.0,1.7593315839767456
2.0,18.0,1.7593315839767456
2.0,18.0,2.473543167114258
2.0,18.0,2.473543167114258
2.0,18.0,2.473543167114258
2.0,18.0,2.473543167114258
2.0,18.0,1.4231925010681152
2.0,18.0,1.4231925010681152
2.0,18.0,1.4231925010681152
2.0,18.0,1.4231925010681152
2.0,18.0,1.1965895891189575
2.0,18.0,1.1965895891189575
2.0,18.0,1.1965895891189575
2.0,18.0,1.1965895891189575
2.0,18.0,1.0150710344314575
2.0,18.0,1.0150710344314575
2.0,18.0,1.0150710344314575
2.0,18.0,2.29636812210083
2.0,18.0,2.29636812210083
2.0,18.0,2.29636812210083
2.0,18.0,2.29636812210083
2.0,18.0,1.7672052383422852
2.0,18.0,1.7672052383422852
2.0,18.0,1.7672052383422852
2.0,18.0,1.5328588485717773
2.0,18.0,1.5328588485717773
2.0,18.0,1.5328588485717773
2.0,18.0,2.589521646499634
2.0,18.0,2.589521646499634
2.0,18.0,2.589521646499634
2.0,18.0,2.589521646499634
2.0,18.0,1.7673312425613403
2.0,18.0,1.7673312425613403
2.0,18.0,1.7673312425613403
2.0,18.0,1.0778793096542358
2.0,18.0,1.0778793096542358
2.0,18.0,1.0778793096542358
2.0,18.0,1.1246955394744873
2.0,18.0,1.1246955394744873
2.0,18.0,1.1246955394744873
2.0,18.0,1.7722972631454468
2.0,18.0,1.7722972631454468
2.0,18.0,1.7722972631454468
2.0,16.0,2.069416046142578
2.0,16.0,2.069416046142578
2.0,16.0,2.069416046142578
2.0,18.0,1.1314460039138794
2.0,18.0,1.1314460039138794
2.0,18.0,1.1314460039138794
2.0,18.0,1.0730340480804443
2.0,18.0,1.0730340480804443
2.0,18.0,1.0730340480804443
2.0,18.0,1.0099756717681885
2.0,18.0,1.0099756717681885
2.0,18.0,1.0099756717681885
2.0,18.0,1.3596400022506714
2.0,18.0,1.3596400022506714
2.0,18.0,1.3596400022506714
2.0,16.0,2.465355396270752
2.0,16.0,2.465355396270752
2.0,16.0,2.465355396270752
2.0,16.0,2.465355396270752
2.0,16.0,2.465355396270752
2.0,18.0,1.3742634057998657
2.0,18.0,1.3742634057998657
2.0,18.0,1.3742634057998657
2.0,18.0,1.3742634057998657
2.0,18.0,1.3742634057998657
2.0,18.0,1.7127007246017456
2.0,18.0,1.7127007246017456
2.0,18.0,1.7127007246017456
2.0,18.0,1.0176942348480225
2.0,18.0,1.0176942348480225
2.0,18.0,1.0176942348480225
2.0,18.0,1.0176942348480225
2.0,18.0,1.0176942348480225
2.0,18.0,1.8885818719863892
2.0,18.0,1.8885818719863892
2.0,18.0,1.8885818719863892
2.0,18.0,2.2962164878845215
2.0,18.0,2.2962164878845215
2.0,18.0,2.2962164878845215
2.0,16.0,1.0141865015029907
2.0,16.0,1.0141865015029907
2.0,16.0,1.0141865015029907
2.0,16.0,1.1356608867645264
2.0,16.0,1.1356608867645264
2.0,18.0,1.0151431560516357
2.0,18.0,1.0151431560516357
2.0,18.0,1.0151431560516357
2.0,18.0,1.0151431560516357
2.0,18.0,1.1361308097839355
2.0,18.0,1.1361308097839355
2.0,18.0,1.1361308097839355
2.0,18.0,1.1316173076629639
2.0,18.0,1.1316173076629639
2.0,18.0,1.1316173076629639
2.0,18.0,1.1316173076629639
2.0,16.0,2.6023025512695312
2.0,16.0,2.6023025512695312
2.0,16.0,2.6023025512695312
2.0,16.0,2.6023025512695312
2.0,16.0,2.6023025512695312
2.0,18.0,1.015137791633606
2.0,18.0,1.015137791633606
2.0,18.0,1.015137791633606
2.0,18.0,1.248052954673767
2.0,18.0,1.248052954673767
2.0,18.0,1.248052954673767
2.0,18.0,1.248052954673767
2.0,18.0,2.258150339126587
2.0,18.0,2.258150339126587
2.0,18.0,2.258150339126587
2.0,18.0,2.258150339126587
2.0,18.0,2.258150339126587
2.0,18.0,1.015096664428711
2.0,18.0,1.015096664428711
2.0,18.0,1.015096664428711
2.0,18.0,2.2976889610290527
2.0,18.0,2.2976889610290527
2.0,18.0,2.2976889610290527
2.0,18.0,2.2976889610290527
2.0,18.0,1.1280320882797241
2.0,18.0,1.1280320882797241
2.0,18.0,1.1280320882797241
2.0,18.0,1.1280320882797241
2.0,18.0,1.1280320882797241
2.0,16.0,1.406202793121338
2.0,16.0,1.406202793121338
2.0,16.0,1.406202793121338
2.0,18.0,1.7768539190292358
2.0,18.0,1.7768539190292358
2.0,18.0,1.7768539190292358
2.0,18.0,2.347919225692749
2.0,18.0,2.347919225692749
2.0,18.0,2.347919225692749
2.0,16.0,1.020792007446289
2.0,16.0,1.020792007446289
2.0,16.0,1.020792007446289
2.0,16.0,1.020792007446289
2.0,16.0,1.020792007446289
2.0,18.0,1.0150090456008911
2.0,18.0,1.0150090456008911
2.0,18.0,1.0150090456008911
2.0,18.0,2.6507456302642822
2.0,18.0,2.6507456302642822
2.0,18.0,2.6507456302642822
2.0,16.0,1.015635371208191
2.0,16.0,1.015635371208191
2.0,16.0,1.015635371208191
2.0,18.0,1.0151283740997314
2.0,18.0,1.0151283740997314
2.0,18.0,1.0151283740997314
2.0,18.0,1.3715120553970337
2.0,18.0,1.3715120553970337
2.0,18.0,1.3715120553970337
2.0,18.0,1.0150824785232544
2.0,18.0,1.0150824785232544
2.0,16.0,2.0000455379486084
2.0,16.0,2.0000455379486084
2.0,16.0,2.0000455379486084
2.0,16.0,2.0000455379486084
2.0,16.0,2.0000455379486084
2.0,16.0,2.0000455379486084
2.0,18.0,1.2528165578842163
2.0,18.0,1.2528165578842163
2.0,18.0,1.2528165578842163
2.0,18.0,1.8887948989868164
2.0,18.0,1.8887948989868164
2.0,18.0,1.8887948989868164
2.0,16.0,1.4139894247055054
2.0,16.0,1.4139894247055054
2.0,16.0,1.4139894247055054
2.0,16.0,1.4139894247055054
2.0,16.0,1.4139894247055054
2.0,18.0,1.7708120346069336
2.0,18.0,1.7708120346069336
2.0,18.0,1.7708120346069336
2.0,18.0,1.7708120346069336
2.0,18.0,1.7708120346069336
2.0,18.0,1.7708120346069336
2.0,18.0,1.4227393865585327
2.0,18.0,1.4227393865585327
2.0,18.0,1.4227393865585327
2.0,16.0,1.0022914409637451
2.0,16.0,1.0022914409637451
2.0,16.0,1.0022914409637451
2.0,18.0,2.64603853225708
2.0,18.0,2.64603853225708
2.0,18.0,2.64603853225708
2.0,18.0,1.4328041076660156
2.0,18.0,1.4328041076660156
2.0,18.0,1.4328041076660156
2.0,18.0,1.1315876245498657
2.0,18.0,1.1315876245498657
2.0,18.0,1.1315876245498657
2.0,18.0,1.1315876245498657
2.0,18.0,1.1315876245498657
2.0,18.0,2.6458160877227783
2.0,18.0,2.6458160877227783
2.0,18.0,2.6458160877227783
2.0,18.0,2.0099241733551025
2.0,18.0,2.0099241733551025
2.0,18.0,2.0099241733551025
2.0,18.0,2.2332897186279297
2.0,18.0,2.2332897186279297
2.0,18.0,2.2332897186279297
2.0,18.0,1.77200186252594
2.0,18.0,1.77200186252594
2.0,18.0,1.77200186252594
2.0,18.0,1.77200186252594
2.0,18.0,1.7721583843231201
2.0,18.0,1.7721583843231201
2.0,18.0,1.7721583843231201
2.0,18.0,1.131489872932434
