CAT_activity_0,CAT_resource_0,CONT_timestamp_Relative_elapsed_0
7.0,1.0,-0.5970930457115173
5.0,1.0,-0.5970413684844971
7.0,1.0,-0.5970930457115173
8.0,1.0,-0.5970376133918762
25.0,1.0,-0.5970376133918762
26.0,10.0,-0.5949010848999023
24.0,10.0,-0.5948695540428162
26.0,10.0,-0.5893070101737976
24.0,10.0,-0.5891280174255371
26.0,15.0,0.4182056486606598
24.0,15.0,0.4182673990726471
24.0,15.0,2.780313730239868
4.0,1.0,2.780313730239868
7.0,1.0,-0.5970942974090576
8.0,1.0,-0.5970451831817627
25.0,1.0,-0.5970438718795776
26.0,27.0,-0.41979917883872986
5.0,27.0,-0.41904667019844055
24.0,27.0,-0.41901516914367676
7.0,1.0,-0.5970942974090576
8.0,1.0,-0.5970401167869568
25.0,1.0,-0.5970401167869568
26.0,10.0,-0.5818991661071777
24.0,10.0,-0.5815537571907043
26.0,0.0,-0.3655528426170349
24.0,0.0,-0.36484697461128235
26.0,30.0,-0.3557916283607483
24.0,30.0,-0.3549130856990814
26.0,30.0,-0.3549017310142517
1.0,30.0,-0.3547845184803009
6.0,30.0,-0.35434460639953613
15.0,30.0,-0.35434460639953613
13.0,30.0,-0.35434332489967346
17.0,30.0,-0.35434332489967346
31.0,30.0,-0.35434332489967346
24.0,30.0,-0.3543408215045929
32.0,30.0,-0.3543092906475067
15.0,30.0,-0.3540382981300354
12.0,30.0,-0.3540382981300354
13.0,30.0,-0.35403576493263245
17.0,30.0,-0.35403576493263245
31.0,30.0,-0.35403576493263245
30.0,30.0,-0.3540332615375519
32.0,0.0,0.42212197184562683
30.0,0.0,0.42214593291282654
32.0,22.0,0.43444323539733887
30.0,22.0,0.4347987174987793
32.0,10.0,0.8644585609436035
30.0,10.0,0.8645316362380981
32.0,7.0,1.1976608037948608
15.0,7.0,1.1978436708450317
12.0,7.0,1.1978436708450317
13.0,7.0,1.1978461742401123
17.0,7.0,1.1978461742401123
31.0,7.0,1.1978473663330078
30.0,7.0,1.1978486776351929
32.0,0.0,2.0284228324890137
30.0,0.0,2.028775930404663
32.0,32.0,2.1738440990448
30.0,32.0,2.1739511489868164
32.0,28.0,2.4725935459136963
30.0,28.0,2.472771167755127
32.0,29.0,2.8140997886657715
30.0,29.0,2.81416916847229
32.0,22.0,2.8248279094696045
30.0,22.0,2.825169563293457
32.0,20.0,2.8970701694488525
16.0,20.0,2.8973374366760254
34.0,20.0,2.8973374366760254
30.0,20.0,2.8973400592803955
35.0,3.0,3.1430630683898926
11.0,3.0,3.146127462387085
3.0,3.0,3.146127462387085
9.0,3.0,3.146127462387085
2.0,3.0,3.146127462387085
33.0,3.0,3.1461386680603027
36.0,10.0,14.347164154052734
7.0,1.0,-0.5970942974090576
19.0,1.0,-0.5970426201820374
20.0,10.0,-0.5948178768157959
8.0,10.0,-0.5947359204292297
25.0,10.0,-0.5947359204292297
18.0,10.0,-0.5947346687316895
26.0,10.0,-0.5877276062965393
24.0,10.0,-0.5876696705818176
26.0,10.0,-0.5876608490943909
24.0,10.0,-0.5873910784721375
26.0,0.0,-0.5740412473678589
5.0,21.0,-0.5733202695846558
24.0,0.0,-0.5733152031898499
7.0,1.0,-0.5970930457115173
8.0,1.0,-0.5970363616943359
25.0,1.0,-0.5970363616943359
26.0,18.0,-0.5862061977386475
24.0,18.0,-0.585131049156189
26.0,32.0,-0.5844415426254272
24.0,32.0,-0.5839512348175049
26.0,32.0,-0.5839322805404663
1.0,32.0,-0.5836108922958374
6.0,32.0,-0.5832188725471497
15.0,32.0,-0.5832188725471497
13.0,32.0,-0.5832176208496094
17.0,32.0,-0.5832176208496094
31.0,32.0,-0.5832176208496094
24.0,32.0,-0.5832163691520691
32.0,15.0,-0.27077552676200867
15.0,15.0,-0.2705751359462738
12.0,15.0,-0.2705751359462738
13.0,15.0,-0.27057385444641113
17.0,15.0,-0.27057385444641113
31.0,15.0,-0.27057385444641113
30.0,15.0,-0.27057260274887085
32.0,9.0,0.385469526052475
16.0,9.0,0.3854808807373047
34.0,9.0,0.3854808807373047
30.0,9.0,0.38548338413238525
35.0,2.0,0.698356568813324
28.0,2.0,0.6997317671775818
33.0,2.0,0.6997342705726624
29.0,0.0,0.7004464268684387
27.0,0.0,0.7008283734321594
29.0,0.0,0.7008636593818665
27.0,0.0,0.7010502219200134
29.0,0.0,0.7010754346847534
27.0,0.0,0.7011863589286804
29.0,25.0,0.7026371955871582
15.0,25.0,0.7033430337905884
12.0,25.0,0.7033430337905884
13.0,25.0,0.7033442854881287
17.0,25.0,0.7033442854881287
28.0,25.0,0.7033442854881287
27.0,25.0,0.703346848487854
29.0,0.0,0.7061967849731445
27.0,0.0,0.706340491771698
29.0,0.0,1.2420766353607178
16.0,19.0,1.2421056032180786
34.0,0.0,1.2421056032180786
27.0,0.0,1.2421081066131592
35.0,6.0,1.2489033937454224
11.0,6.0,1.2497340440750122
3.0,6.0,1.2497340440750122
9.0,6.0,1.2497340440750122
2.0,6.0,1.2497340440750122
33.0,6.0,1.249745488166809
7.0,1.0,-0.5970942974090576
8.0,1.0,-0.5970540046691895
25.0,1.0,-0.5970526933670044
26.0,0.0,-0.5891658663749695
24.0,0.0,-0.5890070199966431
26.0,10.0,-0.5865301489830017
1.0,10.0,-0.5861003398895264
15.0,10.0,-0.5856617093086243
6.0,10.0,-0.5856617093086243
13.0,10.0,-0.585660457611084
17.0,10.0,-0.585660457611084
31.0,10.0,-0.585660457611084
24.0,10.0,-0.5856566429138184
32.0,11.0,0.19520777463912964
30.0,11.0,0.19543339312076569
32.0,9.0,0.39627569913864136
16.0,9.0,0.3962870240211487
34.0,9.0,0.3962870240211487
30.0,9.0,0.39628830552101135
35.0,2.0,0.7144403457641602
5.0,2.0,0.7147882580757141
14.0,2.0,0.7147882580757141
33.0,2.0,0.71479332447052
7.0,1.0,-0.5970892906188965
8.0,1.0,-0.597021222114563
25.0,1.0,-0.5970174074172974
26.0,0.0,-0.581320583820343
24.0,0.0,-0.5808907747268677
26.0,0.0,-0.568432092666626
1.0,8.0,-0.5679820775985718
6.0,8.0,-0.5678409337997437
15.0,8.0,-0.5678409337997437
13.0,8.0,-0.5678396821022034
17.0,8.0,-0.5678396821022034
31.0,0.0,-0.5678396821022034
24.0,0.0,-0.5678384304046631
32.0,0.0,-0.5678068995475769
30.0,0.0,-0.567791759967804
32.0,0.0,-0.33952000737190247
15.0,23.0,-0.339401513338089
12.0,23.0,-0.339401513338089
13.0,23.0,-0.3393990099430084
17.0,23.0,-0.3393990099430084
31.0,0.0,-0.3393990099430084
30.0,0.0,-0.33939647674560547
32.0,0.0,-0.33938008546829224
30.0,0.0,-0.3393271565437317
32.0,20.0,0.3924967348575592
16.0,20.0,0.3925711214542389
34.0,20.0,0.3925723731517792
30.0,20.0,0.39257362484931946
35.0,6.0,0.39694878458976746
33.0,6.0,0.398332804441452
35.0,6.0,0.41049399971961975
33.0,6.0,0.4106843173503876
35.0,6.0,0.41073349118232727
11.0,6.0,0.41092759370803833
3.0,6.0,0.41092759370803833
9.0,6.0,0.41092759370803833
2.0,6.0,0.41092759370803833
33.0,6.0,0.41093766689300537
7.0,1.0,-0.5970942974090576
5.0,1.0,-0.5970476865768433
7.0,1.0,-0.5970942974090576
19.0,1.0,-0.5970350503921509
20.0,12.0,-0.5916313529014587
8.0,12.0,-0.5914221405982971
25.0,12.0,-0.5914221405982971
18.0,12.0,-0.5914208889007568
26.0,12.0,-0.5889528393745422
24.0,12.0,-0.588936448097229
26.0,12.0,-0.5889313817024231
24.0,12.0,-0.5889238119125366
26.0,0.0,-0.5887120962142944
24.0,0.0,-0.5886830687522888
26.0,18.0,-0.5885747075080872
24.0,18.0,-0.5879948735237122
26.0,22.0,-0.5866234302520752
1.0,22.0,-0.5861973762512207
6.0,22.0,-0.5859414935112
15.0,22.0,-0.5859414935112
13.0,22.0,-0.5858809947967529
17.0,22.0,-0.5858809947967529
31.0,22.0,-0.5858809947967529
24.0,22.0,-0.5858797430992126
32.0,22.0,-0.5858646035194397
30.0,22.0,-0.5857448577880859
32.0,22.0,-0.5855885744094849
12.0,22.0,-0.5855230689048767
15.0,22.0,-0.5855230689048767
13.0,22.0,-0.5855217576026917
17.0,22.0,-0.5855217576026917
31.0,22.0,-0.5855217576026917
30.0,22.0,-0.5855205059051514
32.0,22.0,-0.5854915380477905
30.0,22.0,-0.5850579142570496
32.0,17.0,-0.36822381615638733
5.0,17.0,-0.36755576729774475
14.0,17.0,-0.36755576729774475
30.0,17.0,-0.36754944920539856
7.0,1.0,-0.5970930457115173
8.0,1.0,-0.5970401167869568
25.0,1.0,-0.5970401167869568
26.0,27.0,-0.4283805787563324
24.0,27.0,-0.42820537090301514
26.0,17.0,-0.4214794337749481
1.0,17.0,-0.4209979176521301
6.0,17.0,-0.4203714430332184
15.0,17.0,-0.4203714430332184
13.0,17.0,-0.4203096926212311
17.0,17.0,-0.4203096926212311
31.0,17.0,-0.4203096926212311
24.0,17.0,-0.4203084409236908
32.0,30.0,0.3697676360607147
7.0,1.0,-0.5970942974090576
8.0,1.0,-0.5970438718795776
25.0,1.0,-0.5970438718795776
26.0,18.0,-0.5945128202438354
1.0,18.0,-0.5939720869064331
6.0,18.0,-0.5935825705528259
15.0,18.0,-0.5935825705528259
13.0,18.0,-0.5935813188552856
17.0,18.0,-0.5935813188552856
31.0,18.0,-0.5935813188552856
24.0,18.0,-0.5935800671577454
32.0,0.0,0.15296757221221924
30.0,0.0,0.1531238704919815
32.0,22.0,0.40397095680236816
30.0,22.0,0.4039999544620514
32.0,20.0,0.47256794571876526
16.0,20.0,0.4727822244167328
34.0,20.0,0.4727822244167328
30.0,20.0,0.47278475761413574
35.0,14.0,0.8188288807868958
3.0,14.0,0.8206339478492737
2.0,14.0,0.8206339478492737
9.0,14.0,0.8206339478492737
11.0,14.0,0.8206339478492737
33.0,14.0,0.8206440210342407
7.0,1.0,-0.5970942974090576
19.0,1.0,-0.5970779061317444
20.0,12.0,-0.5916868448257446
8.0,12.0,-0.5915607810020447
25.0,12.0,-0.5915607810020447
18.0,12.0,-0.5915595293045044
26.0,0.0,-0.5894166827201843
1.0,21.0,-0.5889805555343628
15.0,21.0,-0.5887435674667358
6.0,21.0,-0.5887435674667358
13.0,21.0,-0.588739812374115
17.0,21.0,-0.588739812374115
31.0,0.0,-0.588739812374115
24.0,0.0,-0.5887359976768494
32.0,16.0,0.15841414034366608
12.0,16.0,0.1590229570865631
4.0,16.0,0.1590229570865631
30.0,16.0,0.15902547538280487
7.0,1.0,-0.5970942974090576
19.0,1.0,-0.5970741510391235
20.0,12.0,-0.5917410254478455
8.0,12.0,-0.5916376709938049
25.0,12.0,-0.5916376709938049
18.0,12.0,-0.5916364192962646
26.0,0.0,-0.588074266910553
24.0,0.0,-0.5875788927078247
26.0,27.0,-0.3829664885997772
24.0,27.0,-0.3829059898853302
26.0,30.0,-0.36952337622642517
24.0,30.0,-0.36937716603279114
26.0,25.0,-0.28045356273651123
24.0,25.0,-0.2801283597946167
26.0,26.0,-0.27179527282714844
24.0,26.0,-0.27172595262527466
26.0,24.0,-0.253587543964386
24.0,24.0,-0.2535144090652466
26.0,27.0,-0.1805725395679474
24.0,27.0,-0.18052463233470917
26.0,0.0,-0.16272276639938354
24.0,0.0,-0.16264840960502625
26.0,0.0,-0.14108523726463318
24.0,0.0,-0.14105373620986938
26.0,0.0,-0.13823150098323822
24.0,0.0,-0.13809284567832947
26.0,30.0,-0.06958156824111938
24.0,30.0,-0.06951476633548737
26.0,27.0,-0.02011878229677677
24.0,27.0,-0.020043153315782547
26.0,28.0,0.07822319120168686
24.0,28.0,0.07833284884691238
26.0,11.0,0.15205246210098267
24.0,11.0,0.15218354761600494
26.0,28.0,0.15488982200622559
24.0,28.0,0.15512679517269135
26.0,0.0,0.8278388381004333
5.0,23.0,0.8283556699752808
24.0,0.0,0.828361988067627
7.0,1.0,-0.5970942974090576
8.0,1.0,-0.5970413684844971
25.0,1.0,-0.5970401167869568
26.0,0.0,-0.42420458793640137
1.0,23.0,-0.4238453507423401
15.0,23.0,-0.4237583875656128
6.0,23.0,-0.4237583875656128
13.0,23.0,-0.4237571358680725
17.0,23.0,-0.4237571358680725
31.0,0.0,-0.4237571358680725
24.0,0.0,-0.42375585436820984
32.0,0.0,-0.42371049523353577
30.0,0.0,-0.42336511611938477
32.0,0.0,-0.42330461740493774
30.0,0.0,-0.4232945144176483
32.0,5.0,0.026283541694283485
16.0,5.0,0.026307491585612297
34.0,5.0,0.026307491585612297
30.0,5.0,0.026308750733733177
35.0,14.0,0.048538707196712494
33.0,14.0,0.04854627326130867
35.0,3.0,0.35966482758522034
11.0,3.0,0.36100220680236816
3.0,3.0,0.36100220680236816
2.0,3.0,0.36100220680236816
9.0,3.0,0.36100220680236816
33.0,3.0,0.3610122799873352
7.0,1.0,-0.5970942974090576
19.0,1.0,-0.5970438718795776
20.0,12.0,-0.5869133472442627
5.0,12.0,-0.5868604183197021
18.0,12.0,-0.5868566632270813
7.0,1.0,-0.5970930457115173
5.0,1.0,-0.597046434879303
7.0,1.0,-0.5970942974090576
8.0,1.0,-0.5970413684844971
25.0,1.0,-0.5970401167869568
26.0,27.0,-0.4250403046607971
24.0,27.0,-0.42487895488739014
26.0,0.0,-0.4016166627407074
1.0,23.0,-0.4006662368774414
15.0,23.0,-0.40041667222976685
6.0,23.0,-0.40041667222976685
13.0,23.0,-0.40041542053222656
17.0,23.0,-0.40041542053222656
